__ROW_PATH__,month_bucket(upload_date),duration,interaction_rate,view_count,categories
,1170284400000,607.2082,0.020161290322580645,29126,10000
1170284400000,1170284400000,344,0.002079542500649857,3847,1
1217541600000,1217541600000,543,0.0038686907536028595,132603,1
1225494000000,1225494000000,647,0.0036977711130802265,58684,1
1228086000000,1228086000000,519.5,0.014293896456408597,40157,2
1230764400000,1230764400000,638.5,0.013805129695560562,16407,2
1233442800000,1233442800000,589,0.01247756601999829,35103,1
1235862000000,1235862000000,514.5,0.017791249341064838,18373,2
1238536800000,1238536800000,582,0.014938041079612968,11782,1
1241128800000,1241128800000,562,0.027235478428536998,13425,2
1243807200000,1243807200000,536,0.019758251975825196,12906,1
1246399200000,1246399200000,586.5,0.024083393242271746,8442,4
1249077600000,1249077600000,457.5,0.038787023977433006,6599,2
1251756000000,1251756000000,381.6666666666667,0.01937389249852333,8465,3
1254348000000,1254348000000,593.5,0.022907320797938342,17611,2
1257030000000,1257030000000,520,0.025628856193640248,50844,2
1262300400000,1262300400000,555.6666666666666,0.017904295742899465,15527,3
1264978800000,1264978800000,603,0.027825159914712152,36348,2
1267398000000,1267398000000,621.6666666666666,0.022300958732805336,9596,3
1270072800000,1270072800000,525.6666666666666,0.021928297946397494,9715,3
1275343200000,1275343200000,578,0.010502811776381078,12092,1
1277935200000,1277935200000,625,0.009662332322557435,19457,1
1280613600000,1280613600000,757.5,0.022134733158355204,24236,2
1283292000000,1283292000000,646,0.020544647156385425,18691,1
1285884000000,1285884000000,587,0.029969583109679728,11178,2
1288566000000,1288566000000,643.25,0.020685579196217493,12169,8
1291158000000,1291158000000,719,0.01715961562461001,16026,3
1293836400000,1293836400000,825.8,0.025787187839305104,6470,5
1296514800000,1296514800000,742,0.024025438699799787,8491,3
1298934000000,1298934000000,426,0.003865073787772312,2846,5
1301608800000,1301608800000,329.5,0.013186813186813187,14208,4
1304200800000,1304200800000,287,0.007136358466962357,175860,2
1306879200000,1306879200000,243.5,0.006211180124223602,9938,2
1309471200000,1309471200000,273.14285714285717,0.005427841634738187,1319,7
1312149600000,1312149600000,483.14285714285717,0.014167367030856045,24077,7
1314828000000,1314828000000,650.5,0.017954070981210855,10899,4
1317420000000,1317420000000,919,0.02447223342745731,7437,3
1320102000000,1320102000000,607.5,0.0289193302891933,31661,4
1322694000000,1322694000000,418.8,0.008888888888888889,4202,5
1325372400000,1325372400000,525,0.012953052785210412,32888,2
1328050800000,1328050800000,862,0.02482378179589335,6526,1
1330556400000,1330556400000,855.6666666666666,0.018000232261061434,4894,3
1333231200000,1333231200000,81,0.0011759743965068102,1410745,1
1335823200000,1335823200000,232.6,0.0009158866883163468,20836,5
1338501600000,1338501600000,656,0.019508670520231215,5536,1
1341093600000,1341093600000,669.3333333333334,0.028387968908415006,3769,3
1343772000000,1343772000000,566.5,0.01752913388900818,6398,6
1346450400000,1346450400000,383.5,0.037480063795853266,1970782,2
1349042400000,1349042400000,469.5,0.006106379559697895,12062,4
1351724400000,1351724400000,267.5,0.018018018018018018,48275,4
1354316400000,1354316400000,197.8235294117647,0.013172812179452572,60709,51
1356994800000,1356994800000,201.36507936507937,0.013050542764295098,78610,63
1359673200000,1359673200000,196.31578947368422,0.013998141839578817,78791,57
1362092400000,1362092400000,241.28787878787878,0.014677609235121241,107217,66
1364767200000,1364767200000,238.59016393442624,0.016712481574439265,91505,61
1367359200000,1367359200000,180.90140845070422,0.015897681090126705,92026,71
1370037600000,1370037600000,241.390625,0.018028142633045353,85499,64
1372629600000,1372629600000,222.52631578947367,0.018082307219923707,70254,76
1375308000000,1375308000000,241.24285714285713,0.01977430257203414,77608,70
1377986400000,1377986400000,186.27272727272728,0.019945747566618797,96690,66
1380578400000,1380578400000,213.46478873239437,0.02333295307961635,80452,71
1383260400000,1383260400000,235.23809523809524,0.016356541142008983,56920,105
1385852400000,1385852400000,263.4942528735632,0.01743119266055046,76583,87
1388530800000,1388530800000,234.79569892473117,0.020367976611860784,96227,93
1391209200000,1391209200000,291.43333333333334,0.01984896418001837,85890,90
1393628400000,1393628400000,248.25882352941176,0.020128414857177944,139109,85
1396303200000,1396303200000,272.4040404040404,0.018106832897093264,112092,99
1398895200000,1398895200000,308.3551401869159,0.015999583072753804,83884,107
1401573600000,1401573600000,329.36559139784947,0.021535945656959557,96941,93
1404165600000,1404165600000,439.8217821782178,0.021021450194234043,91886,101
1406844000000,1406844000000,340.6465517241379,0.018498677963769326,106777,116
1409522400000,1409522400000,340.35643564356434,0.022679444671541687,97781,101
1412114400000,1412114400000,377.0183486238532,0.018902720147533424,88425,109
1414796400000,1414796400000,348.29411764705884,0.022614770459081838,83473,102
1417388400000,1417388400000,349.32323232323233,0.02440677966101695,64921,99
1420066800000,1420066800000,312.56,0.023301441568377913,82596,100
1422745200000,1422745200000,315.8265306122449,0.022574352905078133,110746,98
1425164400000,1425164400000,359.93333333333334,0.023800946572092273,83802,105
1427839200000,1427839200000,397.77,0.02417140125193182,85832,100
1430431200000,1430431200000,378.4561403508772,0.021748864014185968,89903,114
1433109600000,1433109600000,359.6814159292035,0.024975381064867117,87543,113
1435701600000,1435701600000,358.1047619047619,0.023541104976267154,96463,105
1438380000000,1438380000000,358.625,0.025885276454752536,102273,88
1441058400000,1441058400000,1024.205357142857,0.023888067341599362,68045,112
1443650400000,1443650400000,1074.787610619469,0.024766052224789323,35090,113
1446332400000,1446332400000,867.6739130434783,0.02492079810823618,56695,92
1448924400000,1448924400000,391.271186440678,0.02356020942408377,43216,118
1451602800000,1451602800000,469.4878048780488,0.02319209315980037,51562,123
1454281200000,1454281200000,585.3669724770642,0.024250159540523293,26787,109
1456786800000,1456786800000,543.7798165137615,0.022673677396341827,23005,109
1459461600000,1459461600000,854.2773109243698,0.021157436216552583,16862,119
1462053600000,1462053600000,506.6636363636364,0.024309291325795252,14224,110
1464732000000,1464732000000,543.0578512396694,0.023958253980345852,9962,121
1467324000000,1467324000000,810.0104166666666,0.018150388936905792,12202,192
1470002400000,1470002400000,506.47701149425285,0.0182370820668693,8234,174
1472680800000,1472680800000,967.9961538461539,0.0122942279641592,7028,260
1475272800000,1475272800000,316.5879120879121,0.017617899249732047,8814,182
1477954800000,1477954800000,374.8983957219251,0.02147165259348613,8282,187
1480546800000,1480546800000,489.1794871794872,0.020851031821882412,13445,195
1483225200000,1483225200000,466.54424778761063,0.01752021563342318,11167,226
1485903600000,1485903600000,600.6160337552743,0.01707429626211352,11063,237
1488322800000,1488322800000,654.2294372294373,0.0183585313174946,8089,231
1490997600000,1490997600000,789.0206611570248,0.015302332491457436,11417,242
1493589600000,1493589600000,965.0051020408164,0.017083018321617578,15115,196
1496268000000,1496268000000,1114.3173076923076,0.01663137671224502,8472,208
1498860000000,1498860000000,1016.6901408450705,0.01644736842105263,8898,213
1501538400000,1501538400000,1172.0365296803652,0.012640772236267524,6605,219
1504216800000,1504216800000,1662.2910798122066,0.011415333298773915,6615,213
1506808800000,1506808800000,1024.888888888889,0.013605442176870748,2464,207
1509490800000,1509490800000,882.6224489795918,0.017956956119889088,4685,196
