__ROW_PATH__,month_bucket(upload_date),duration,interaction_rate,view_count,categories
1512082800000,1512082800000,2178.072847682119,0.012409513960703205,2550,302
1514761200000,1514761200000,696.625,0.021562438901768007,15101,96
1517439600000,1517439600000,368.4835164835165,0.02605262805131436,16653,91
1519858800000,1519858800000,309.27659574468083,0.024453863710466255,32844,94
1522533600000,1522533600000,360.56976744186045,0.02505710151401122,12936,86
1525125600000,1525125600000,297.77,0.023028543783260764,22608,100
1527804000000,1527804000000,402.7701149425287,0.02236770321876705,40220,87
1530396000000,1530396000000,401.975,0.028169326241134753,20938,80
1533074400000,1533074400000,502.5483870967742,0.0255865469931733,35877,93
1535752800000,1535752800000,374.3333333333333,0.024448242550345545,66831,78
1538344800000,1538344800000,322.22105263157897,0.025651087835603558,26396,95
1541026800000,1541026800000,384.85869565217394,0.025711094267363465,53648,92
1543618800000,1543618800000,343.8,0.02174149956408021,43369,85
1546297200000,1546297200000,465.65384615384613,0.02446696959105208,50111,78
1548975600000,1548975600000,259.0571428571429,0.02675843669813156,21428,70
1551394800000,1551394800000,336.5287356321839,0.024394859857302373,32478,87
1554069600000,1554069600000,415.88461538461536,0.02940070318780773,12485,78
1556661600000,1556661600000,389.79347826086956,0.02629613028537278,12513,92
1559340000000,1559340000000,382.15384615384613,0.03367517637646374,12482,91
1561932000000,1561932000000,356.27906976744185,0.029361942405420668,12681,86
1564610400000,1564610400000,384.11538461538464,0.03623580313683072,5458,104
1567288800000,1567288800000,327.63576158940396,0.03070703794653199,3614,151
1569880800000,1569880800000,892.9333333333333,0.03859250851305335,2463,15
